RequestNumber,Index Name,INDEX_NAME,Date,Open,High,Low,Close,Date_2
His63865831593827869200,,Nifty 50,11-Oct-10,6105.95,6187.75,6105.95,6135.85,11/10/2010
His63865831593827869200,,Nifty 50,12-Oct-10,6135.95,6144.95,6057.95,6090.9,12/10/2010
His63865831593827869200,,Nifty 50,13-Oct-10,6091.45,6240.25,6089.75,6233.9,13/10/2010
His63865831593827869200,,Nifty 50,14-Oct-10,6234.3,6284.1,6157.9,6177.35,14/10/2010
His63865831593827869200,,Nifty 50,15-Oct-10,6175.9,6200.6,6050.35,6062.65,15/10/2010
His63865831593827869200,,Nifty 50,18-Oct-10,6112.75,6115.1,5985.1,6075.95,18/10/2010
His63865831593827869200,,Nifty 50,19-Oct-10,6114.45,6127.05,6008.15,6027.3,19/10/2010
His63865831593827869200,,Nifty 50,20-Oct-10,6002.95,6038.1,5966.75,5982.1,20/10/2010
His63865831593827869200,,Nifty 50,21-Oct-10,6008.9,6113.5,5984.9,6101.5,21/10/2010
His63865831593827869200,,Nifty 50,22-Oct-10,6113.4,6121.1,6041.35,6066.05,22/10/2010
His63865831593827869200,,Nifty 50,25-Oct-10,6101.25,6151.3,6094.6,6105.8,25/10/2010
His63865831593827869200,,Nifty 50,26-Oct-10,6116.3,6120.25,6074.65,6082,26/10/2010
His63865831593827869200,,Nifty 50,27-Oct-10,6075.45,6075.95,5987.55,6012.65,27/10/2010
His63865831593827869200,,Nifty 50,28-Oct-10,6039.95,6071.1,5968.1,5987.7,28/10/2010
His63865831593827869200,,Nifty 50,29-Oct-10,6021.15,6032.65,5937.1,6017.7,29/10/2010
His63865831593827869200,,Nifty 50,1-Nov-10,6092.3,6132.4,6084.75,6117.55,1/11/2010
His63865831593827869200,,Nifty 50,2-Nov-10,6127.55,6138.1,6094.4,6119,2/11/2010
His63865831593827869200,,Nifty 50,3-Nov-10,6150.6,6182.5,6146.8,6160.5,3/11/2010
His63865831593827869200,,Nifty 50,4-Nov-10,6209.6,6290.15,6199.35,6281.8,4/11/2010
His63865831593827869200,,Nifty 50,5-Nov-10,6321.85,6338.5,6303.1,6312.45,5/11/2010
His63865831593827869200,,Nifty 50,8-Nov-10,6335.25,6335.9,6265.35,6273.2,8/11/2010
His63865831593827869200,,Nifty 50,9-Nov-10,6281,6310.9,6243.55,6301.55,9/11/2010
His63865831593827869200,,Nifty 50,10-Nov-10,6303.2,6307.65,6269.25,6275.7,10/11/2010
His63865831593827869200,,Nifty 50,11-Nov-10,6286.35,6296.55,6179.5,6194.25,11/11/2010
His63865831593827869200,,Nifty 50,12-Nov-10,6182.3,6202.5,6056.75,6071.65,12/11/2010
His63865831593827869200,,Nifty 50,15-Nov-10,6079.9,6128.75,6039.4,6121.6,15/11/2010
His63865831593827869200,,Nifty 50,16-Nov-10,6143.45,6144.05,5970.6,5988.7,16/11/2010
His63865831593827869200,,Nifty 50,18-Nov-10,6075.95,6076.2,5906.75,5998.8,18/11/2010
His63865831593827869200,,Nifty 50,19-Nov-10,6011.3,6013.25,5863.95,5890.3,19/11/2010
His63865831593827869200,,Nifty 50,22-Nov-10,5920.9,6020.25,5905.15,6010,22/11/2010
His63865831593827869200,,Nifty 50,23-Nov-10,5971.55,5973.35,5824.95,5934.75,23/11/2010
His63865831593827869200,,Nifty 50,24-Nov-10,5946.8,5976.65,5833.6,5865.75,24/11/2010
His63865831593827869200,,Nifty 50,25-Nov-10,5883.95,5907.1,5780.35,5799.75,25/11/2010
His63865831593827869200,,Nifty 50,26-Nov-10,5828.55,5838.5,5690.35,5751.95,26/11/2010
His63865831593827869200,,Nifty 50,29-Nov-10,5789.95,5843.15,5754.7,5830,29/11/2010
His63865831593827869200,,Nifty 50,30-Nov-10,5811.6,5892.25,5768.35,5862.7,30/11/2010
His63865831593827869200,,Nifty 50,1-Dec-10,5871,5971,5865.55,5960.9,1/12/2010
His63865831593827869200,,Nifty 50,2-Dec-10,6023.05,6029.5,5980.6,6011.7,2/12/2010
His63865831593827869200,,Nifty 50,3-Dec-10,6013.35,6025.4,5964.25,5992.8,3/12/2010
His63865831593827869200,,Nifty 50,6-Dec-10,6033.65,6069.45,5981.7,5992.25,6/12/2010
His63865831593827869200,,Nifty 50,7-Dec-10,5995.05,6001,5939.7,5976.55,7/12/2010
His63865831593827869200,,Nifty 50,8-Dec-10,5954.4,5960,5878.6,5903.7,8/12/2010
His63865831593827869200,,Nifty 50,9-Dec-10,5924.25,5927.3,5742.3,5766.5,9/12/2010
His63865831593827869200,,Nifty 50,10-Dec-10,5761,5865.5,5721.15,5857.35,10/12/2010
His63865831593827869200,,Nifty 50,13-Dec-10,5882.65,5913.8,5795.9,5907.65,13/12/2010
His63865831593827869200,,Nifty 50,14-Dec-10,5928.7,5953.95,5888.75,5944.1,14/12/2010
His63865831593827869200,,Nifty 50,15-Dec-10,5931.15,5942.75,5865.8,5892.3,15/12/2010
His63865831593827869200,,Nifty 50,16-Dec-10,5910.55,5956.15,5855.05,5948.75,16/12/2010
His63865831593827869200,,Nifty 50,20-Dec-10,5926.85,5985,5900.25,5947.05,20/12/2010
His63865831593827869200,,Nifty 50,21-Dec-10,5960.4,6007.45,5960.05,6000.65,21/12/2010
His63865831593827869200,,Nifty 50,22-Dec-10,6019,6023.8,5958,5984.4,22/12/2010
His63865831593827869200,,Nifty 50,23-Dec-10,6005.9,6006.45,5964.6,5980,23/12/2010
His63865831593827869200,,Nifty 50,24-Dec-10,5940.25,6017.35,5940.25,6011.6,24/12/2010
His63865831593827869200,,Nifty 50,27-Dec-10,6013.3,6045.75,5991.1,5998.1,27/12/2010
His63865831593827869200,,Nifty 50,28-Dec-10,6005.35,6010.9,5982.25,5996,28/12/2010
His63865831593827869200,,Nifty 50,29-Dec-10,6005.15,6067.55,6002.85,6060.35,29/12/2010
His63865831593827869200,,Nifty 50,30-Dec-10,6062.35,6106.4,6062.35,6101.85,30/12/2010
His63865831593827869200,,Nifty 50,31-Dec-10,6105.1,6147.3,6103.55,6134.5,31/12/2010
His63865831593827869200,,Nifty 50,3-Jan-11,6177.45,6178.55,6147.2,6157.6,3/1/2011
His63865831593827869200,,Nifty 50,4-Jan-11,6172.75,6181.05,6124.4,6146.35,4/1/2011
His63865831593827869200,,Nifty 50,5-Jan-11,6141.35,6141.35,6062.35,6079.8,5/1/2011
His63865831593827869200,,Nifty 50,6-Jan-11,6107,6116.15,6022.3,6048.25,6/1/2011
His63865831593827869200,,Nifty 50,7-Jan-11,6030.9,6051.2,5883.6,5904.6,7/1/2011
His63865831593827869200,,Nifty 50,10-Jan-11,5901.3,5907.25,5740.95,5762.85,10/1/2011
His63865831593827869200,,Nifty 50,11-Jan-11,5767.95,5842.6,5698.2,5754.1,11/1/2011
His63865831593827869200,,Nifty 50,12-Jan-11,5800.05,5874.2,5711.3,5863.25,12/1/2011
His63865831593827869200,,Nifty 50,13-Jan-11,5850.75,5857.75,5736.7,5751.9,13/01/2011
His63865831593827869200,,Nifty 50,14-Jan-11,5752.1,5833.65,5639.65,5654.55,14/01/2011
His63865831593827869200,,Nifty 50,17-Jan-11,5648.8,5696.15,5624.15,5654.75,17/01/2011
His63865831593827869200,,Nifty 50,18-Jan-11,5682.55,5730.5,5671.25,5724.05,18/01/2011
His63865831593827869200,,Nifty 50,19-Jan-11,5737.35,5747.65,5662.55,5691.05,19/01/2011
His63865831593827869200,,Nifty 50,20-Jan-11,5656,5729.45,5634.5,5711.6,20/01/2011
His63865831593827869200,,Nifty 50,21-Jan-11,5692.05,5717.55,5674.5,5696.5,21/01/2011
His63865831593827869200,,Nifty 50,24-Jan-11,5717.1,5756,5697.75,5743.25,24/01/2011
His63865831593827869200,,Nifty 50,25-Jan-11,5763.3,5801.55,5680.65,5687.4,25/01/2011
His63865831593827869200,,Nifty 50,27-Jan-11,5725.3,5726.1,5594.95,5604.3,27/01/2011
His63865831593827869200,,Nifty 50,28-Jan-11,5614,5614.4,5459.55,5512.15,28/01/2011
His63865831593827869200,,Nifty 50,31-Jan-11,5452.55,5526.85,5416.65,5505.9,31/01/2011
His63865831593827869200,,Nifty 50,1-Feb-11,5537.3,5539.15,5402,5417.2,1/2/2011
His63865831593827869200,,Nifty 50,2-Feb-11,5469.55,5490.6,5415.65,5432,2/2/2011
His63865831593827869200,,Nifty 50,3-Feb-11,5430.45,5532.65,5418,5526.75,3/2/2011
His63865831593827869200,,Nifty 50,4-Feb-11,5519.9,5556.3,5369.05,5395.75,4/2/2011
His63865831593827869200,,Nifty 50,7-Feb-11,5430.15,5440.35,5376.95,5396,7/2/2011
His63865831593827869200,,Nifty 50,8-Feb-11,5432.35,5432.35,5303.4,5312.55,8/2/2011
His63865831593827869200,,Nifty 50,9-Feb-11,5293.05,5339.45,5225.65,5253.55,9/2/2011
His63865831593827869200,,Nifty 50,10-Feb-11,5246.05,5272.6,5196.8,5225.8,10/2/2011
His63865831593827869200,,Nifty 50,11-Feb-11,5219.65,5319.45,5177.7,5310,11/2/2011
His63865831593827869200,,Nifty 50,14-Feb-11,5340.25,5463.8,5340.25,5456,14/02/2011
His63865831593827869200,,Nifty 50,15-Feb-11,5467.75,5506.5,5408.35,5481,15/02/2011
His63865831593827869200,,Nifty 50,16-Feb-11,5467.6,5504.8,5460.35,5481.7,16/02/2011
His63865831593827869200,,Nifty 50,17-Feb-11,5501.7,5553,5463.4,5546.45,17/02/2011
His63865831593827869200,,Nifty 50,18-Feb-11,5557.55,5599.25,5441.95,5458.95,18/02/2011
His63865831593827869200,,Nifty 50,21-Feb-11,5456.6,5526.25,5413.1,5518.6,21/02/2011
His63865831593827869200,,Nifty 50,22-Feb-11,5504.4,5519.45,5437.3,5469.2,22/02/2011
His63865831593827869200,,Nifty 50,23-Feb-11,5452.45,5495.2,5427.55,5437.35,23/02/2011
His63865831593827869200,,Nifty 50,24-Feb-11,5408.75,5423.4,5242.5,5262.7,24/02/2011
His63865831593827869200,,Nifty 50,25-Feb-11,5321.05,5338.2,5232.75,5303.55,25/02/2011
His63865831593827869200,,Nifty 50,28-Feb-11,5330.15,5477,5308.6,5333.25,28/02/2011
His63865831593827869200,,Nifty 50,1-Mar-11,5382,5533.05,5373.55,5522.3,1/3/2011
His63865831593827869200,,Nifty 50,3-Mar-11,5478.45,5570.75,5468.25,5536.2,3/3/2011
His63865831593827869200,,Nifty 50,4-Mar-11,5586.2,5608.2,5524.1,5538.75,4/3/2011
His63865831593827869200,,Nifty 50,7-Mar-11,5490.05,5491.25,5408.45,5463.15,7/3/2011
His63865831593827869200,,Nifty 50,8-Mar-11,5466.1,5530.55,5464.75,5520.8,8/3/2011
His63865831593827869200,,Nifty 50,9-Mar-11,5542.4,5563.3,5477.45,5531,9/3/2011
His63865831593827869200,,Nifty 50,10-Mar-11,5516.1,5516.3,5468.45,5494.4,10/3/2011
His63865831593827869200,,Nifty 50,11-Mar-11,5456.15,5502.7,5411.55,5445.45,11/3/2011
His63865831593827869200,,Nifty 50,14-Mar-11,5436.5,5537.3,5434.25,5531.5,14/03/2011
His63865831593827869200,,Nifty 50,15-Mar-11,5420,5497.85,5373.65,5449.65,15/03/2011
His63865831593827869200,,Nifty 50,16-Mar-11,5475.95,5535.1,5475.95,5511.15,16/03/2011
His63865831593827869200,,Nifty 50,17-Mar-11,5455.4,5510.05,5435.3,5446.65,17/03/2011
His63865831593827869200,,Nifty 50,18-Mar-11,5475.35,5483.05,5366.4,5373.7,18/03/2011
His63865831593827869200,,Nifty 50,21-Mar-11,5408.75,5413.3,5348.2,5364.75,21/03/2011
His63865831593827869200,,Nifty 50,22-Mar-11,5390.85,5428.15,5376.15,5413.85,22/03/2011
His63865831593827869200,,Nifty 50,23-Mar-11,5411.4,5484.95,5401.95,5480.25,23/03/2011
His63865831593827869200,,Nifty 50,24-Mar-11,5501.8,5529,5496.1,5522.4,24/03/2011
His63865831593827869200,,Nifty 50,25-Mar-11,5588.65,5667.1,5560.95,5654.25,25/03/2011
His63865831593827869200,,Nifty 50,28-Mar-11,5645.25,5709.1,5643.2,5687.25,28/03/2011
His63865831593827869200,,Nifty 50,29-Mar-11,5686.5,5770.35,5680.7,5736.35,29/03/2011
His63865831593827869200,,Nifty 50,30-Mar-11,5755.8,5803.15,5753.9,5787.65,30/03/2011
His63865831593827869200,,Nifty 50,31-Mar-11,5803.05,5872,5778.65,5833.75,31/03/2011
His63865831593827869200,,Nifty 50,1-Apr-11,5835,5860.2,5810.4,5826.05,1/4/2011
His63865831593827869200,,Nifty 50,4-Apr-11,5842,5918.7,5833.2,5908.45,4/4/2011
His63865831593827869200,,Nifty 50,5-Apr-11,5923.85,5928.65,5855.85,5910.05,5/4/2011
His63865831593827869200,,Nifty 50,6-Apr-11,5908,5944.45,5868.8,5891.75,6/4/2011
His63865831593827869200,,Nifty 50,7-Apr-11,5888.55,5906.1,5866.25,5885.7,7/4/2011
His63865831593827869200,,Nifty 50,8-Apr-11,5886.75,5926.95,5822,5842,8/4/2011
His63865831593827869200,,Nifty 50,11-Apr-11,5805.35,5830.3,5777.9,5785.7,11/4/2011
His63865831593827869200,,Nifty 50,13-Apr-11,5747.95,5923.6,5735.55,5911.5,13/04/2011
His63865831593827869200,,Nifty 50,15-Apr-11,5898.75,5907.35,5806.45,5824.55,15/04/2011
His63865831593827869200,,Nifty 50,18-Apr-11,5824.35,5897.9,5722.25,5729.1,18/04/2011
His63865831593827869200,,Nifty 50,19-Apr-11,5716,5762.95,5693.25,5740.75,19/04/2011
His63865831593827869200,,Nifty 50,20-Apr-11,5786.05,5857.35,5759.65,5851.65,20/04/2011
His63865831593827869200,,Nifty 50,21-Apr-11,5882.85,5912.9,5864.35,5884.7,21/04/2011
His63865831593827869200,,Nifty 50,25-Apr-11,5859.6,5906.6,5857,5874.5,25/04/2011
His63865831593827869200,,Nifty 50,26-Apr-11,5876.85,5893.2,5791.55,5868.4,26/04/2011
His63865831593827869200,,Nifty 50,27-Apr-11,5884.2,5892.35,5819.95,5833.9,27/04/2011
His63865831593827869200,,Nifty 50,28-Apr-11,5851.35,5856.4,5776.95,5785.45,28/04/2011
His63865831593827869200,,Nifty 50,29-Apr-11,5782.5,5804.3,5706.05,5749.5,29/04/2011
His63865831593827869200,,Nifty 50,2-May-11,5766.9,5775.25,5687.7,5701.3,2/5/2011
His63865831593827869200,,Nifty 50,3-May-11,5689.7,5710.8,5554.85,5565.25,3/5/2011
His63865831593827869200,,Nifty 50,4-May-11,5567.7,5578.8,5503,5537.15,4/5/2011
His63865831593827869200,,Nifty 50,5-May-11,5531.6,5560.3,5443.65,5459.85,5/5/2011
His63865831593827869200,,Nifty 50,6-May-11,5477.65,5564.4,5472.45,5551.45,6/5/2011
His63865831593827869200,,Nifty 50,9-May-11,5575.2,5586.05,5502.4,5551.1,9/5/2011
His63865831593827869200,,Nifty 50,10-May-11,5555.55,5592.9,5514.55,5541.25,10/5/2011
His63865831593827869200,,Nifty 50,11-May-11,5547.2,5574.7,5525,5565.05,11/5/2011
His63865831593827869200,,Nifty 50,12-May-11,5537.8,5572.5,5476.3,5486.15,12/5/2011
His63865831593827869200,,Nifty 50,13-May-11,5492.35,5605,5472.15,5544.75,13/05/2011
His63865831593827869200,,Nifty 50,16-May-11,5541.7,5541.8,5487.65,5499,16/05/2011
His63865831593827869200,,Nifty 50,17-May-11,5496.1,5523.85,5421.05,5438.95,17/05/2011
His63865831593827869200,,Nifty 50,18-May-11,5448.2,5460.5,5401.25,5420.6,18/05/2011
His63865831593827869200,,Nifty 50,19-May-11,5448.15,5452.6,5411.25,5428.1,19/05/2011
His63865831593827869200,,Nifty 50,20-May-11,5450.65,5517.55,5432.75,5486.35,20/05/2011
His63865831593827869200,,Nifty 50,23-May-11,5456.7,5456.7,5373,5386.55,23/05/2011
His63865831593827869200,,Nifty 50,24-May-11,5385.1,5422.6,5367.45,5394.85,24/05/2011
His63865831593827869200,,Nifty 50,25-May-11,5389.1,5389.1,5328.7,5348.95,25/05/2011
His63865831593827869200,,Nifty 50,26-May-11,5372.75,5422.2,5356.35,5412.35,26/05/2011
His63865831593827869200,,Nifty 50,27-May-11,5413.7,5485.8,5413.6,5476.1,27/05/2011
His63865831593827869200,,Nifty 50,30-May-11,5493.75,5509.3,5458.6,5473.1,30/05/2011
His63865831593827869200,,Nifty 50,31-May-11,5492,5571.6,5489.7,5560.15,31/05/2011
His63865831593827869200,,Nifty 50,1-Jun-11,5561.05,5597.35,5559.45,5592,1/6/2011
His63865831593827869200,,Nifty 50,2-Jun-11,5529.9,5568.2,5521.95,5550.35,2/6/2011
His63865831593827869200,,Nifty 50,3-Jun-11,5565.7,5604.95,5507.2,5516.75,3/6/2011
His63865831593827869200,,Nifty 50,6-Jun-11,5504.3,5542.65,5479.85,5532.05,6/6/2011
His63865831593827869200,,Nifty 50,7-Jun-11,5509.15,5570.1,5507.8,5556.15,7/6/2011
His63865831593827869200,,Nifty 50,8-Jun-11,5535.25,5556.6,5514.9,5526.85,8/6/2011
His63865831593827869200,,Nifty 50,9-Jun-11,5523.55,5540.1,5502.05,5521.05,9/6/2011
His63865831593827869200,,Nifty 50,10-Jun-11,5518.05,5521.45,5457.45,5485.8,10/6/2011
His63865831593827869200,,Nifty 50,13-Jun-11,5469.85,5496.7,5436.95,5482.8,13/06/2011
His63865831593827869200,,Nifty 50,14-Jun-11,5485.6,5520.15,5484.2,5500.5,14/06/2011
His63865831593827869200,,Nifty 50,15-Jun-11,5494.45,5499.35,5438.95,5447.5,15/06/2011
His63865831593827869200,,Nifty 50,16-Jun-11,5419.65,5447.5,5389.8,5396.75,16/06/2011
His63865831593827869200,,Nifty 50,17-Jun-11,5412.5,5421.15,5355.85,5366.4,17/06/2011
His63865831593827869200,,Nifty 50,20-Jun-11,5372.2,5377.4,5195.9,5257.9,20/06/2011
His63865831593827869200,,Nifty 50,21-Jun-11,5280.8,5322.45,5257,5275.85,21/06/2011
His63865831593827869200,,Nifty 50,22-Jun-11,5304.65,5310.5,5262.5,5278.3,22/06/2011
His63865831593827869200,,Nifty 50,23-Jun-11,5269.1,5330.6,5252.25,5320,23/06/2011
His63865831593827869200,,Nifty 50,24-Jun-11,5343.4,5477.85,5343.4,5471.25,24/06/2011
His63865831593827869200,,Nifty 50,27-Jun-11,5441.2,5552.65,5434.25,5526.6,27/06/2011
His63865831593827869200,,Nifty 50,28-Jun-11,5548.85,5558.3,5496.35,5545.3,28/06/2011
His63865831593827869200,,Nifty 50,29-Jun-11,5566.5,5608.65,5566.5,5600.45,29/06/2011
His63865831593827869200,,Nifty 50,30-Jun-11,5614.5,5657.9,5606.1,5647.4,30/06/2011
His63865831593827869200,,Nifty 50,1-Jul-11,5705.75,5705.8,5609.75,5627.2,1/7/2011
His63865831593827869200,,Nifty 50,4-Jul-11,5679.55,5679.65,5633.1,5650.5,4/7/2011
His63865831593827869200,,Nifty 50,5-Jul-11,5659.85,5659.85,5612.3,5632.1,5/7/2011
His63865831593827869200,,Nifty 50,6-Jul-11,5622.7,5655.4,5610.75,5625.45,6/7/2011
His63865831593827869200,,Nifty 50,7-Jul-11,5633.35,5737.15,5632.95,5728.95,7/7/2011
His63865831593827869200,,Nifty 50,8-Jul-11,5734.65,5740.4,5651.05,5660.65,8/7/2011
His63865831593827869200,,Nifty 50,11-Jul-11,5648.05,5652.9,5601.7,5616.1,11/7/2011
His63865831593827869200,,Nifty 50,12-Jul-11,5556.9,5580.25,5496.95,5526.15,12/7/2011
His63865831593827869200,,Nifty 50,13-Jul-11,5542.05,5596.15,5541.4,5585.45,13/07/2011
His63865831593827869200,,Nifty 50,14-Jul-11,5569,5653.95,5541.7,5599.8,14/07/2011
His63865831593827869200,,Nifty 50,15-Jul-11,5602.95,5631.7,5562.75,5581.1,15/07/2011
His63865831593827869200,,Nifty 50,18-Jul-11,5581.75,5596.6,5550.95,5567.05,18/07/2011
His63865831593827869200,,Nifty 50,19-Jul-11,5569.85,5627.65,5557.2,5613.55,19/07/2011
His63865831593827869200,,Nifty 50,20-Jul-11,5642.05,5645.4,5555.1,5567.05,20/07/2011
His63865831593827869200,,Nifty 50,21-Jul-11,5554.6,5578.9,5532.7,5541.6,21/07/2011
His63865831593827869200,,Nifty 50,22-Jul-11,5576.95,5642.2,5567.1,5633.95,22/07/2011
His63865831593827869200,,Nifty 50,25-Jul-11,5633.8,5700.55,5616.7,5680.3,25/07/2011
His63865831593827869200,,Nifty 50,26-Jul-11,5688.45,5702.25,5560.15,5574.85,26/07/2011
His63865831593827869200,,Nifty 50,27-Jul-11,5588.55,5591.7,5521.5,5546.8,27/07/2011
His63865831593827869200,,Nifty 50,28-Jul-11,5492.4,5512.1,5475.65,5487.75,28/07/2011
His63865831593827869200,,Nifty 50,29-Jul-11,5479,5520.3,5453.95,5482,29/07/2011
His63865831593827869200,,Nifty 50,1-Aug-11,5527.5,5551.9,5486.45,5516.8,1/8/2011
His63865831593827869200,,Nifty 50,2-Aug-11,5493.2,5496.3,5433.65,5456.55,2/8/2011
His63865831593827869200,,Nifty 50,3-Aug-11,5402,5422.6,5378.85,5404.8,3/8/2011
His63865831593827869200,,Nifty 50,4-Aug-11,5412.4,5434.5,5323.15,5331.8,4/8/2011
His63865831593827869200,,Nifty 50,5-Aug-11,5204.35,5229.65,5116.45,5211.25,5/8/2011
His63865831593827869200,,Nifty 50,8-Aug-11,5083.85,5204.2,5054.05,5118.5,8/8/2011
His63865831593827869200,,Nifty 50,9-Aug-11,4947.9,5167,4946.45,5072.85,9/8/2011
His63865831593827869200,,Nifty 50,10-Aug-11,5196.55,5197.95,5123.35,5161,10/8/2011
His63865831593827869200,,Nifty 50,11-Aug-11,5128,5184.95,5121,5138.3,11/8/2011
His63865831593827869200,,Nifty 50,12-Aug-11,5194.4,5194.45,5053.35,5072.95,12/8/2011
His63865831593827869200,,Nifty 50,16-Aug-11,5125.75,5132.2,5015.4,5035.8,16/08/2011
His63865831593827869200,,Nifty 50,17-Aug-11,5030.3,5112.15,5017.25,5056.6,17/08/2011
His63865831593827869200,,Nifty 50,18-Aug-11,5077.95,5078.6,4932.15,4944.15,18/08/2011
His63865831593827869200,,Nifty 50,19-Aug-11,4859.3,4893.6,4796.1,4845.65,19/08/2011
His63865831593827869200,,Nifty 50,22-Aug-11,4843.7,4910.05,4808.75,4898.8,22/08/2011
His63865831593827869200,,Nifty 50,23-Aug-11,4925.15,4965.8,4863.8,4948.9,23/08/2011
His63865831593827869200,,Nifty 50,24-Aug-11,4934.35,4962.4,4875.3,4888.9,24/08/2011
His63865831593827869200,,Nifty 50,25-Aug-11,4914.65,4915.85,4825.05,4839.6,25/08/2011
His63865831593827869200,,Nifty 50,26-Aug-11,4839.25,4872,4720,4747.8,26/08/2011
His63865831593827869200,,Nifty 50,29-Aug-11,4806.2,4934.4,4806.05,4919.6,29/08/2011
His63865831593827869200,,Nifty 50,30-Aug-11,4973.25,5016.25,4927.55,5001,30/08/2011
His63865831593827869200,,Nifty 50,2-Sep-11,5109.8,5113.7,4993.35,5040,2/9/2011
His63865831593827869200,,Nifty 50,5-Sep-11,4998.9,5030.3,4964.45,5017.2,5/9/2011
His63865831593827869200,,Nifty 50,6-Sep-11,4993.35,5072.9,4942.9,5064.3,6/9/2011
His63865831593827869200,,Nifty 50,7-Sep-11,5080.15,5154.5,5076.3,5124.65,7/9/2011
His63865831593827869200,,Nifty 50,8-Sep-11,5139.2,5169.25,5098.25,5153.25,8/9/2011
His63865831593827869200,,Nifty 50,9-Sep-11,5161.3,5163.75,5046.8,5059.45,9/9/2011
His63865831593827869200,,Nifty 50,12-Sep-11,4981.7,4985.6,4911.25,4946.8,12/9/2011
His63865831593827869200,,Nifty 50,13-Sep-11,4977.8,5030.15,4911.05,4940.95,13/09/2011
His63865831593827869200,,Nifty 50,14-Sep-11,4965.05,5026.15,4917.4,5012.55,14/09/2011
His63865831593827869200,,Nifty 50,15-Sep-11,5062.35,5091.45,4967.45,5075.7,15/09/2011
His63865831593827869200,,Nifty 50,16-Sep-11,5123.35,5143.6,5068.1,5084.25,16/09/2011
His63865831593827869200,,Nifty 50,19-Sep-11,5068.4,5068.4,5019.25,5031.95,19/09/2011
His63865831593827869200,,Nifty 50,20-Sep-11,5042.55,5149.9,5035.25,5140.2,20/09/2011
His63865831593827869200,,Nifty 50,21-Sep-11,5153.75,5168.4,5109.85,5133.25,21/09/2011
His63865831593827869200,,Nifty 50,22-Sep-11,5054.45,5059.85,4907.75,4923.65,22/09/2011
His63865831593827869200,,Nifty 50,23-Sep-11,4873.75,4930.25,4829.6,4867.75,23/09/2011
His63865831593827869200,,Nifty 50,26-Sep-11,4878.6,4879.8,4758.85,4835.4,26/09/2011
His63865831593827869200,,Nifty 50,27-Sep-11,4905.15,4982.95,4905.15,4971.25,27/09/2011
His63865831593827869200,,Nifty 50,28-Sep-11,5005.5,5006.05,4918.45,4945.9,28/09/2011
His63865831593827869200,,Nifty 50,29-Sep-11,4924.2,5034.25,4906,5015.45,29/09/2011
His63865831593827869200,,Nifty 50,30-Sep-11,4990.15,5025.55,4924.3,4943.25,30/09/2011
His63865831593827869200,,Nifty 50,3-Oct-11,4874.4,4879.15,4823.9,4849.5,3/10/2011
His63865831593827869200,,Nifty 50,4-Oct-11,4823.5,4869.75,4728.3,4772.15,4/10/2011
His63865831593827869200,,Nifty 50,5-Oct-11,4791.3,4827.8,4741,4751.3,5/10/2011
His63865831593827869200,,Nifty 50,7-Oct-11,4883.65,4922.6,4861.2,4888.05,7/10/2011
His63865831593827869200,,Nifty 50,10-Oct-11,4886.85,4991.15,4882.05,4979.6,10/10/2011
His63865831593827869200,,Nifty 50,11-Oct-11,5019.9,5045.1,4964,4974.35,11/10/2011
His63865831593827869200,,Nifty 50,12-Oct-11,5011.2,5109.8,4997.65,5099.4,12/10/2011
His63865831593827869200,,Nifty 50,13-Oct-11,5130.8,5136.95,5067.65,5077.85,13/10/2011
His63865831593827869200,,Nifty 50,14-Oct-11,5057.35,5141.4,5056.6,5132.3,14/10/2011
His63865831593827869200,,Nifty 50,17-Oct-11,5156.2,5160.2,5084.5,5118.25,17/10/2011
His63865831593827869200,,Nifty 50,18-Oct-11,5049.45,5057.5,5011.05,5037.5,18/10/2011
His63865831593827869200,,Nifty 50,19-Oct-11,5080.45,5148.05,5075.3,5139.15,19/10/2011
His63865831593827869200,,Nifty 50,20-Oct-11,5086.55,5099,5033.95,5091.9,20/10/2011
His63865831593827869200,,Nifty 50,21-Oct-11,5106.6,5120.75,5037.95,5049.95,21/10/2011
His63865831593827869200,,Nifty 50,24-Oct-11,5114.7,5145.65,5084.75,5098.35,24/10/2011
His63865831593827869200,,Nifty 50,25-Oct-11,5137.9,5211,5085.55,5191.6,25/10/2011
His63865831593827869200,,Nifty 50,26-Oct-11,5214.95,5219.25,5196.15,5201.8,26/10/2011
His63865831593827869200,,Nifty 50,28-Oct-11,5341.9,5399.7,5322.8,5360.7,28/10/2011
His63865831593827869200,,Nifty 50,31-Oct-11,5358.9,5360.25,5314.6,5326.6,31/10/2011
His63865831593827869200,,Nifty 50,1-Nov-11,5278.6,5310.85,5238.3,5257.95,1/11/2011
His63865831593827869200,,Nifty 50,2-Nov-11,5216.75,5300.1,5204.95,5258.45,2/11/2011
His63865831593827869200,,Nifty 50,3-Nov-11,5241.55,5281.6,5201.85,5265.75,3/11/2011
His63865831593827869200,,Nifty 50,4-Nov-11,5325.4,5326.45,5256.8,5284.2,4/11/2011
His63865831593827869200,,Nifty 50,8-Nov-11,5292.25,5304.25,5252,5289.35,8/11/2011
His63865831593827869200,,Nifty 50,9-Nov-11,5309.7,5317.5,5211.75,5221.05,9/11/2011
His63865831593827869200,,Nifty 50,11-Nov-11,5159.75,5198.6,5142.25,5168.85,11/11/2011
